DOI,title,author,year,times_seen
10.1093/clinids/5.supplement_3.s412,Rifampin: Spectrum of Antibacterial Activity,Thornsberry,2011,1
10.1038/ki.1990.143,Changes in gene expression after temporary renal ischemia,Safirstein,2007,1
10.1016/0022-2836(77)90052-3,Labeling deoxyribonucleic acid to high specific activity in vitro by nick translation with DNA polymerase I,Rigby,2004,1
10.1128/jvi.18.3.885-893.1976,Herpes simplex virus DNA in transformed cells: sequence complexity in five hamster cell lines and one derived hamster tumor,Frenkel,2020,1
10.1128/aac.39.11.2387,MICs of 28 antibiotic compounds for 14 Bartonella (formerly Rochalimaea) isolates,Maurin,2012,1
10.1128/aac.02012-13,Overexpression of MexCD-OprJ Reduces Pseudomonas aeruginosa Virulence by Increasing Its Susceptibility to Complement-Mediated Killing,Martínez-Ramos,2014,1
10.1128/aac.01107-07,"Resistance and Virulence of
            <i>Pseudomonas aeruginosa</i>
            Clinical Strains Overproducing the MexCD-OprJ Efflux Pump",Jeannot,2008,1
10.1172/jci200316814,Application of a mathematical model to prevent in vivo amplification of antibiotic-resistant bacterial populations during therapy,Jumbe,2003,2
10.1128/aac.45.1.13-22.2001,Use of Preclinical Data for Selection of a Phase II/III Dose for Evernimicin and Identification of a Preclinical MIC Breakpoint,Drusano,2002,1
10.1016/s0732-8893(98)00093-5,Antimicrobial activity and spectrum of SCH27899 (ziracin®) tested against gram-positive species including recommendations for routine susceptibility testing methods and quality control,Jones,2002,1
10.1089/mdr.1998.4.137,"Association Between Decreased Susceptibility to a New Antibiotic for Treatment of Human Diseases, Everninomicin (SCH 27899), and Resistance to an Antibiotic Used for Growth Promotion in Animals, Avilamycin",AARESTRUP,2009,1
10.1128/jb.179.7.2274-2280.1997,"MdfA, an Escherichia coli multidrug resistance protein with an extraordinarily broad spectrum of drug recognition",Edgar,2016,1
10.1073/pnas.89.19.8938,"Emr, an Escherichia coli locus for multidrug resistance.",Lomovskaya,2006,1
10.1128/aac.02243-16,Can Ceftazidime-Avibactam and Aztreonam Overcome β-Lactam Resistance Conferred by Metallo-β-Lactamases in Enterobacteriaceae?,Marshall,2017,1
10.1016/j.diagmicrobio.2014.07.007,Dual beta-lactam therapy for serious Gram-negative infections: is it time to revisit?,Rahme,2014,1
10.1128/aac.34.3.487,"In vitro activities of combinations of aztreonam, ciprofloxacin, and ceftazidime against clinical isolates of Pseudomonas aeruginosa and Pseudomonas cepacia from patients with cystic fibrosis",Bosso,2012,1
10.1128/aac.40.3.720,"In vitro antimicrobial activities and spectra of U-100592 and U-100766, two novel fluorinated oxazolidinones",Jones,2018,1
10.1016/j.ijantimicag.2016.09.010,Pharmacokinetics/pharmacodynamics of colistin and polymyxin B: are we there yet?,Tran,2016,5
10.1093/jac/19.4.487,Efficacy of different dosing schedules of tobramycin for treating a murine <i>Klebsiella pneumoniae</i> bronchopneumonia,Pechère,2007,1
10.1007/s00134-013-3080-z,Can optimal drug dosing during ECMO improve outcomes?,Shekar,2013,1
10.1186/1471-2253-13-7,The ECMO PK Project: an incremental research approach to advance understanding of the pharmacokinetic alterations and improve patient outcomes during extracorporeal membrane oxygenation,Shekar,2013,1
10.1016/0888-6296(90)90041-d,In vitro variability in fentanyl absorption by different membrane oxygenators,Rosen,2004,1
10.1038/clpt.1981.16,Effect of cardiopulmonary bypass on fentanyl distribution and elimination,Koska,2010,1
10.4103/0972-5229.120319,To study the clinical efficacy and nephrotoxicity along with the risk factors for acute kidney injury associated with parenteral polymyxin B,Mandal,2013,1
10.1086/499406,"The Relationship between Antimicrobial Resistance and Patient Outcomes: Mortality, Length of Hospital Stay, and Health Care Costs",Cosgrove,2005,1
10.1086/367653,Adverse Clinical and Economic Outcomes Attributable to Methicillin Resistance among Patients with<i>Staphylococcus aureus</i>Surgical Site Infection,Engemann,2003,1
10.1001/jama.282.18.1745,Control of Endemic Methicillin-Resistant Staphylococcus aureus,Chaix,2003,1
10.1164/ajrccm/148.6_pt_1.1665,"α<sub>1</sub>-Proteinase Inhibitor, Elastase Activity, and Lung Disease Severity in Cystic Fibrosis",O'Connor,2011,1
10.1016/s0022-3476(87)80068-9,Granulocyte elastase-α1-antiproteinase complex in cystic fibrosis: Sensitive plasma assay for monitoring pulmonary infections,Hollsing,2006,1
10.1016/s0031-3955(16)34541-2,Cystic Fibrosis—A Challenging Long-Term Chronic Disease,Matthews,2016,1
10.1177/000992287201100911,"Use of a ""Heparin Lock"" in the Intermittent Adminstration of Intravenous Drugs",Stern,2008,1
10.1056/nejm199907223410403,Decreased Susceptibility of<i>Streptococcus pneumoniae</i>to Fluoroquinolones in Canada,Chen,2002,1
10.1128/aac.40.10.2252,ParC subunit of DNA topoisomerase IV of Streptococcus pneumoniae is a primary target of fluoroquinolones and cooperates with DNA gyrase A subunit in forming resistance phenotype,Muñoz,2018,1
10.1016/j.coph.2017.10.014,Ensuring quality pharmacokinetic analyses in antimicrobial drug development programs,Lakota,2017,1
10.1086/510079,Antimicrobial Resistance: Pharmacokinetics‐Pharmacodynamics of Antimicrobial Therapy: It’s Not Just for Mice Anymore,Ambrose,2006,1
10.1016/j.ijantimicag.2014.03.003,"Prevalence and molecular characterisation of New Delhi metallo-β-lactamases NDM-1, NDM-5, NDM-6 and NDM-7 in multidrug-resistant Enterobacteriaceae from India",Rahman,2014,1
10.1128/aac.47.12.3724-3732.2003,"Prevalence and Molecular Epidemiology of CTX-MExtended-Spectrum β-Lactamase-Producing
            <i>Escherichia coli</i>
            and
            <i>Klebsiella pneumoniae</i>
            in RussianHospitals",Edelstein,2003,1
10.1128/aac.45.12.3355-3361.2001,CTX-M-Type Extended-Spectrum β-Lactamase That Hydrolyzes Ceftazidime through a Single Amino Acid Substitution in the Omega Loop,Poirel,2002,1
10.1128/aac.44.6.1725-1727.2000,A New SHV-Derived Extended-Spectrum β-Lactamase (SHV-24) That Hydrolyzes Ceftazidime through a Single-Amino-Acid Substitution (D179G) in the Ω-Loop,Kurokawa,2002,1
10.1111/j.1574-6968.2000.tb08989.x,A preliminary survey of extended-spectrum Î²-lactamases (ESBLs) in clinical isolates of<i>Klebsiella pneumoniae</i>and<i>Escherichia coli</i>in Japan,Yagi,2006,1
10.1128/aac.34.9.1725,Nucleotide sequence and phylogeny of SHV-2 beta-lactamase,Huletsky,2012,1
10.1016/j.bcp.2005.10.038,The role of pharmacodynamic research in the assessment and development of new antibacterial drugs,Lister,2005,6
10.1128/aac.33.9.1500,Antipseudomonal activity of simulated infusions of gentamicin alone or with piperacillin assessed by serum bactericidal rate and area under the killing curve,Tisdale,2012,1
10.1159/000180580,Prediction of Creatinine Clearance from Serum Creatinine,Cockcroft,2008,1
10.1128/aac.00264-16,Successful Treatment of Bloodstream Infection Due to Metallo-β-Lactamase-Producing Stenotrophomonas maltophilia in a Renal Transplant Patient,Mojica,2016,1
10.1128/aac.00206-15,"<i>In Vitro</i>
            Activity of Aztreonam-Avibactam against a Global Collection of Gram-Negative Pathogens from 2012 and 2013",Biedenbach,2015,1
10.1128/cmr.18.2.306-325.2005,Metallo-β-Lactamases: the Quiet before the Storm?,Walsh,2005,1
10.1016/j.diagmicrobio.2017.05.009,Synergistic activity of ceftazidime-avibactam and aztreonam against serine and metallo-β-lactamase-producing gram-negative pathogens,Wenzler,2017,1
10.1016/j.diagmicrobio.2013.07.006,Comparison of 3 Etest® methods and time-kill assay for determination of antimicrobial synergy against carbapenemase-producing Klebsiella species,Pankey,2013,2
10.1016/j.diagmicrobio.2010.02.015,In vitro synergistic/additive activity of levofloxacin with meropenem against Stenotrophomonas maltophilia,Pankey,2010,1
10.1093/jac/dkn301,Therapeutic options for Stenotrophomonas maltophilia infections beyond co-trimoxazole: a systematic review,Falagas,2008,1
10.1128/jb.56.1.75-81.1948,The Action of Penicillin on Staphylococcus: Further Observations on the Effect of a Short Exposure,Parker,2020,1
10.1016/j.ddtec.2016.08.004,Translational PK/PD of anti-infective therapeutics,Rathi,2016,4
10.1124/pr.111.005769,Pharmacokinetic-Pharmacodynamic Modeling of Antibacterial Drugs,Nielsen,2013,1
10.1208/s12248-012-9349-2,Performance Comparison of Various Maximum Likelihood Nonlinear Mixed-Effects Estimation Methods for Dose–Response Models,Plan,2012,1
10.1007/bf01061030,Evaluation of methods for estimating population pharmacokinetic parameters II. Biexponential model and experimental pharmacokinetic data,Sheiner,2005,1
10.1007/bf01060053,Evaluation of methods for estimating population pharmacokinetic parameters. I. Michaelis-menten model: Routine clinical pharmacokinetic data,Sheiner,2005,1
10.1038/psp.2013.71,"Basic Concepts in Population Modeling, Simulation, and Model-Based Drug Development: Part 3-Introduction to Pharmacodynamic Modeling Methods",Upton,2014,1
10.1002/cpt196910122,Kinetics of pharmacologic effects in man: The anticoagulant action of warfarin,Nagashima,2016,1
10.1128/aac.00489-08,"Development and Qualification of a Pharmacodynamic Model for the Pronounced Inoculum Effect of Ceftazidime against
            <i>Pseudomonas aeruginosa</i>",Bulitta,2008,1
10.1128/aac.41.4.733,Pharmacokinetic-pharmacodynamic modeling of activity of ceftazidime during continuous and intermittent infusion,Mouton,2018,1
10.1016/s0021-9258(19)52451-6,PROTEIN MEASUREMENT WITH THE FOLIN PHENOL REAGENT,Lowry,2021,1
10.1016/s0021-9258(17)41291-9,THE ADAPTATION OF THE BECKMAN SPECTROPHOTOMETER TO MEASUREMENTS ON MINUTE QUANTITIES OF BIOLOGICAL MATERIALS,Lowry,2021,1
10.1128/aac.00903-09,"Pharmacokinetic/Pharmacodynamic Investigation of Colistin against
            <i>Pseudomonas aeruginosa</i>
            Using an
            <i>In Vitro</i>
            Model",Bergen,2010,2
10.1371/journal.pone.0156131,Defining the Active Fraction of Daptomycin against Methicillin-Resistant Staphylococcus aureus (MRSA) Using a Pharmacokinetic and Pharmacodynamic Approach,Garonzik,2016,1
10.1128/aac.01254-07,"Attenuated Vancomycin Bactericidal Activity against
            <i>Staphylococcus aureus hemB</i>
            Mutants Expressing the Small-Colony-Variant Phenotype",Tsuji,2008,2
10.1016/s1473-3099(01)00091-3,Vancomycin-resistant Staphylococcus aureus : a new model of antibiotic resistance,Hiramatsu,2002,1
10.1128/aac.45.4.1292-1294.2001,"Combination Effect of Vancomycin and β-Lactams against a
            <i>Staphylococcus</i>
            <i>aureus</i>
            Strain, Mu3, with Heterogeneous Resistance to Vancomycin",Aritaka,2002,1
10.1128/jb.158.2.513-516.1984,Low-affinity penicillin-binding protein associated with beta-lactam resistance in Staphylococcus aureus,Hartman,2020,1
10.1111/j.1574-6968.1981.tb06217.x,Penicillin-binding proteins of<i>Escherichia coli</i>identified with a<sup>125</sup>I-derivative of ampicillin,Schwarz,2006,1
10.1111/j.1432-1033.1977.tb11258.x,Properties of the Penicillin-Binding Proteins of Escherichia coli K12,SPRATT,2005,1
10.4103/ijmm.ijmm_17_278,Optimisation of Antimicrobial Dosing Based on Pharmacokinetic and Pharmacodynamic Principles,Ru Hoo,2018,1
10.1097/ccm.0000000000000029,Augmented Renal Clearance in the ICU,Udy,2013,1
10.1186/cc11391,Four hour creatinine clearance is better than plasma creatinine for monitoring renal function in critically ill patients,Pickering,2012,1
10.1097/00007691-200502000-00014,The pH Dependency of the Binding of Drugs to Plasma Proteins in Man,Hinderling,2005,2
10.1016/0006-2952(82)90597-4,Evidence for binding of certain acidic drugs to α1-acid glycoprotein,Urien,2002,1
10.3109/03602537608995839,Plasma and Tissue Protein Binding of Drugs in Pharmacokinetics,Jusko,2007,1
10.3181/00379727-148-38547,"Effect of Bilirubin on the Distribution, Elimination and Anticoagulant Action of Dicumarol in Gunn Rats",Wingard,2013,1
10.1007/bf01720528,Characterization of intensive care unit patients using a model based on the presence or absence of organ dysfunctions and/or infection: The ODIN model,Fagon,2005,1
10.1016/s0140-6736(82)92748-9,A COMPARISON OF INTENSIVE CARE IN THE U.S.A. AND FRANCE,KNAUS,2003,1
10.1016/s0732-8893(98)00105-9,"Antimicrobial activity of SCH27899 (Ziracin®), a novel everninomicin derivative, tested against Streptococcus spp.: disk diffusion/Etest method evaluations and quality control guidelines",Marshall,2002,1
10.1128/jb.57.1.119-126.1949,"THE SERUM CONCENTRATION OF PENICILLIN G IN MICE, RABBITS, AND MEN AFTER ITS INTRAMUSCULAR INJECTION IN AQUEOUS SOLUTION",Eagle,2020,1
10.3181/00379727-51-13844,A Method for Determining the Concentration of Penicillin in Body Fluids and Exudates,Rammelkamp,2013,1
10.1093/jac/dkm357,Polymyxin B for the treatment of multidrug-resistant pathogens: a critical review,Zavascki,2007,2
10.1128/aac.00092-13,Quantifying Subpopulation Synergy for Antibiotic Combinations via Mechanism-Based Modeling and a Sequential Dosing Design,Landersdorfer,2013,2
10.1093/jac/dks201,"Pharmacodynamics of early, high-dose linezolid against vancomycin-resistant enterococci with elevated MICs and pre-existing genetic mutations",Tsuji,2012,1
10.1093/jac/dkm132,Triclosan resistance in methicillin-resistant Staphylococcus aureus expressed as small colony variants: a novel mode of evasion of susceptibility to antiseptics—authors' response,Bayston,2007,1
10.1128/jcm.02483-16,Same-Day Diagnostic and Surveillance Data for Tuberculosis via Whole-Genome Sequencing of Direct Respiratory Samples,Votintseva,2017,1
10.1517/14656566.2016.1145658,Treatment options for infections caused by carbapenem-resistant<i>Enterobacteriaceae</i>: can we apply “precision medicine” to antimicrobial chemotherapy?,Perez,2016,2
10.1128/aac.01222-13,Antibiotic Treatment of Infections Due to Carbapenem-Resistant Enterobacteriaceae: Systematic Evaluation of the Available Evidence,Falagas,2013,1
10.1128/aac.05036-11,"Nosocomial Outbreak of VIM-1-Producing Klebsiella pneumoniae Isolates of Multilocus Sequence Type 15: Molecular Basis, Clinical Risk Factors, and Outcome",Sánchez-Romero,2011,1
10.1016/j.ijantimicag.2008.06.012,Emergence of imipenem resistance in clinical Escherichia coli during therapy,Oteo,2008,1
10.1093/jac/dkn049,Characterization of carbapenem-non-susceptible Escherichia coli isolates from a university hospital in Taiwan,Liu,2008,1
10.1093/jac/dkx121,Pharmacodynamics of dose-escalated ‘front-loading’ polymyxin B regimens against polymyxin-resistant mcr-1-harbouring Escherichia coli,Smith,2017,5
10.1093/jac/dkw093,Detection of the plasmid-mediated<i>mcr-1</i>gene conferring colistin resistance in human and food isolates of<i>Salmonella enterica</i>and<i>Escherichia coli</i>in England and Wales,Doumith,2016,1
10.1089/cmb.2012.0021,SPAdes: A New Genome Assembly Algorithm and Its Applications to Single-Cell Sequencing,Bankevich,2012,1
10.1101/gr.089532.108,ABySS: A parallel assembler for short read sequence data,Simpson,2009,1
10.1038/ng.128,Identification of somatically acquired rearrangements in cancer using genome-wide massively parallel paired-end sequencing,Campbell,2008,1
10.1093/bioinformatics/btl646,A faster circular binary segmentation algorithm for the analysis of array CGH data,Venkatraman,2007,1
10.1016/s0002-9343(89)80611-4,Antibiotic therapy for Pseudomonas aeruginosa bacteremia: Outcome correlations in a prospective study of 200 patients,Hilf,2004,1
10.1016/0002-9343(86)90490-0,Aminoglycosides plus beta-lactams against gram-negative organisms: Evaluation of in vitro synergy and chemical interactions,Giamarellou,2004,1
10.1093/infdis/137.1.14,Three Antibiotic Regimens in the Treatment of Infection in Febrile Granulocytopenic Patients with Cancer,,2011,1
10.1016/0161-5890(65)90004-0,Immunochemical quantitation of antigens by single radial immunodiffusion,Mancini,2003,1
10.1097/00006454-199109000-00018,"RECURRENT PENCILLIN-RESISTANT PNEUMOCOCCAL MENINGITIS AFTER CHLORAMPHENICOL, THERAPY",Friedland,2006,1
10.1016/j.jpba.2014.01.015,Development and validation of a liquid chromatography–mass spectrometry assay for polymyxin B in bacterial growth media,Cheah,2014,3
10.1016/j.jpba.2013.05.008,Determination of colistin A and colistin B in human plasma by UPLC–ESI high resolution tandem MS: Application to a pharmacokinetic study,Gikas,2013,1
10.1208/s12248-011-9258-9,Performance and Robustness of the Monte Carlo Importance Sampling Algorithm Using Parallelized S-ADAPT for Basic and Complex Mechanistic Models,Bulitta,2011,2
10.1023/a:1012299115260,,Beal,2002,1
10.1093/jac/42.2.199,Activated cell-wall synthesis is associated with vancomycin resistance in methicillin-resistant Staphylococcus aureus clinical strains Mu3 and Mu50,Hanaki,2002,1
10.1086/595011,"Bad Bugs, No Drugs: No ESKAPE! An Update from the Infectious Diseases Society of America",Boucher,2008,3
10.1016/j.vascn.2010.02.002,Optimising in vivo pharmacology studies—Practical PKPD considerations,Gabrielsson,2010,1
10.1023/a:1020678628317,,Chakraborty,2003,1
10.1128/aac.49.7.2959-2964.2005,"In Vitro Synergy of Ciprofloxacin and Gatifloxacin against Ciprofloxacin-Resistant
            <i>Pseudomonas aeruginosa</i>",Pankey,2005,1
10.1007/s10096-002-0852-8,Use of the E test to Assess Synergy of Antibiotic Combinations Against Isolates of Burkholderia cepacia-Complex from Patients with Cystic Fibrosis,Manno,2019,1
10.1164/ajrccm.161.4.9907147,Multiple Combination Bactericidal Antibiotic Testing for Patients with Cystic Fibrosis Infected with <i>Burkholderia cepacia</i>,AARON,2013,1
10.1016/s0022-3476(99)70197-6,Comparison of a β-lactam alone versus β-lactam and an aminoglycoside for pulmonary exacerbation in cystic fibrosis,Smith,2005,1
10.1002/ppul.1950070310,Treatment ofPseudomonas lung infection in cystic fibrosis with piperacillin plus tobramycin versus ceftazidime monotherapy: Preliminary communication,de Boeck,2007,1
10.1001/archpedi.1980.02130240018007,Acute Pulmonary Exacerbations in Cystic Fibrosis,Wientzen,2011,1
10.1007/bf01664875,Principles and limitations of operative management of intraabdominal infections,Farthmann,2005,1
10.1007/bf01656406,Reintervention in abdominal surgery,Krause,2005,1
10.1007/bf01655218,Planned relaparotomies in the surgical treatment of severe generalized peritonitis from intestinal origin,Penninckx,2005,1
10.1128/cmr.00092-12,Importance of Relating Efficacy Measures to Unbound Drug Concentrations for Anti-Infective Agents,Gonzalez,2013,2
10.1128/aac.01725-09,Brain Microdialysis Study of Meropenem in Two Patients with Acute Brain Injury,Dahyot-Fizelier,2010,1
10.1093/jac/45.1.5,Neurotoxicity of carbapenem antibiotics: consequences for their use in bacterial meningitis,Norrby,2002,1
10.1016/s1473-3099(08)70041-0,Extended-spectrum β-lactamase-producing Enterobacteriaceae: an emerging public-health concern,Pitout,2008,1
10.1056/nejmra041359,The New β-Lactamases,Jacoby,2005,1
10.1128/aac.48.1.1-14.2004,Growing Group of Extended-Spectrum β-Lactamases: the CTX-M Enzymes,Bonnet,2003,1
10.1093/jac/dkp434,In vitro pharmacodynamic models to determine the effect of antibacterial drugs,Gloede,2009,3
10.1128/iai.67.2.653-658.1999,"An In Vitro Tissue Culture Bilayer Model To Examine Early Events in
            <i>Mycobacterium tuberculosis</i>
            Infection",Birkness,2019,1
10.1006/mpat.1994.1082,Receptor specificity of adherence of Streptococcus pneumoniae to human type-II pneumocytes and vascular endothelial cells in vitro,Cundell,2002,1
10.1128/aac.41.9.1965,"A multicenter, randomized study comparing the efficacy and safety of intravenous and/or oral levofloxacin versus ceftriaxone and/or cefuroxime axetil in treatment of adults with community-acquired pneumonia",File,2018,1
10.1016/j.ijantimicag.2010.10.013,Vancomycin-associated nephrotoxicity: a critical appraisal of risk with high-dose therapy,Wong-Beringer,2010,1
10.1093/toxsci/kfn203,Gene Expression Analysis Reveals New Possible Mechanisms of Vancomycin-Induced Nephrotoxicity and Identifies Gene Markers Candidates,Dieterich,2008,1
10.1006/meth.2001.1262,Analysis of Relative Gene Expression Data Using Real-Time Quantitative PCR and the 2−ΔΔCT Method,Livak,2002,1
10.1006/meth.2001.1261,An Overview of Real-Time Quantitative PCR: Applications to Quantify Cytokine Gene Expression,Giulietti,2002,1
10.1006/cyto.1998.0426,QUANTIFICATION OF MURINE CYTOKINE mRNAs USING REAL TIME QUANTITATIVE REVERSE TRANSCRIPTASE PCR,Overbergh,2002,1
10.1128/aac.00418-17,"Multihospital Occurrence of Pan-Resistant Klebsiella pneumoniae Sequence Type 147 with an IS
            <i>Ecp1</i>
            -Directed
            <i>bla</i>
            <sub>OXA-181</sub>
            Insertion in the
            <i>mgrB</i>
            Gene in the United Arab Emirates",Sonnevend,2017,1
10.1007/s10096-015-2401-2,"An outbreak of colistin-resistant Klebsiella pneumoniae carbapenemase-producing Klebsiella pneumoniae in the Netherlands (July to December 2013), with inter-institutional spread",Weterings,2015,1
10.2807/ese.16.33.19944-en,"Outbreak due to a Klebsiella pneumoniae strain harbouring KPC-2 and VIM-1 in a German university hospital, July 2010 to January 2011",Steinmann,2021,2
10.1128/jcm.35.3.614-619.1997,Identification of Burkholderia cepacia isolates from patients with cystic fibrosis and use of a simple new selective medium,Henry,2020,1
10.1086/320519,Intracellular Persistence of Staphylococcus aureus Small-Colony Variants within Keratinocytes: A Cause for Antibiotic Treatment Failure in a Patient with Darier's Disease,von Eiff,2002,1
10.1086/515238,Persistent Infection with Small Colony Variant Strains of Staphylococcus aureus in Patients with Cystic Fibrosis,Kahl,2012,1
10.1128/aac.01064-12,"The Combination of Colistin and Doripenem Is Synergistic against Klebsiella pneumoniae at Multiple Inocula and Suppresses Colistin Resistance in an
            <i>In Vitro</i>
            Pharmacokinetic/Pharmacodynamic Model",Deris,2012,1
10.1111/j.1469-0691.2006.01364.x,Bacteraemia in cancer patients caused by colistin-resistant Gram-negative bacilli after previous exposure to ciprofloxacin and/or colistin,Beno,2006,1
10.1093/jac/dki153,Citywide emergence of Pseudomonas aeruginosa strains with reduced susceptibility to polymyxin B,Landman,2005,1
10.1128/aac.00062-10,"Comparative Efficacies of Human Simulated Exposures of Telavancin and Vancomycin against Methicillin-Resistant
            <i>Staphylococcus aureus</i>
            with a Range of Vancomycin MICs in a Murine Pneumonia Model",Crandon,2010,1
10.1128/aac.41.9.1926,Rationale behind high-dose amoxicillin therapy for acute otitis media due to penicillin-nonsusceptible pneumococci: support from in vitro pharmacodynamic studies,Lister,2018,1
10.1136/thx.23.6.670,Cystic fibrosis of the pancreas: structural changes in peripheral airways,Esterly,2008,1
10.1136/bmj.1.5325.230,Hypoplasia of Lung with Congenital Diaphragmatic Hernia,Areechon,2009,1
10.1093/jac/45.6.887,Retrospective screening for heterogeneous vancomycin resistance in diverse Staphylococcus aureus clones disseminated in French hospitals,Chesneau,2002,1
10.1093/jac/43.5.729,Reduced susceptibility to vancomycin of nosocomial isolates of methicillin-resistant Staphylococcus aureus,Kantzanou,2002,1
10.1128/jcm.8.3.342-343.1978,Search for Acinetobacter calcoaceticus subsp. anitratus: enrichment of fecal samples,Grehn,2021,1
10.1016/0895-4356(94)90129-5,Validation of a combined comorbidity index,Charlson,2004,1
10.1016/0021-9681(74)90017-4,The importance of classifying initial co-morbidity in evaluating the outcome of diabetes mellitus,Kaplan,2004,1
10.1001/archinte.1969.00300130105014,The Epidemiology of Cancer Therapy,Feinstein,2011,1
10.1002/phar.2209,"International Consensus Guidelines for the Optimal Use of the Polymyxins: Endorsed by the American College of Clinical Pharmacy (ACCP), European Society of Clinical Microbiology and Infectious Diseases (ESCMID), Infectious Diseases Society of America (IDSA), International Society for Anti‐infective Pharmacology (ISAP), Society of Critical Care Medicine (SCCM), and Society of Infectious Diseases Pharmacists (SIDP)",Tsuji,2019,3
10.1093/jac/dkr483,Ascorbic acid protects against the nephrotoxicity and apoptosis caused by colistin and affects its pharmacokinetics,Yousef,2011,1
10.1016/0041-008x(79)90257-6,The use of urinary N-acetyl-β-glucosaminidase in human renal toxicology I. Partial biochemical characterization and excretion in humans and release from the isolated perfused rat kidney,Lockwood,2004,1
10.1210/endo-30-1-107,"THE ACID PHOSPHATASE ACTIVITY OF HUMAN URINE, AN INDEX OF PROSTATIC SECRETION1<sup>1</sup>",SCOTT,2009,1
10.1016/s0732-8893(02)00443-1,Synergy of colistin with rifampin and trimethoprim/sulfamethoxazole on multidrug-resistant Stenotrophomonas maltophilia,Giamarellos-Bourboulis,2002,1
10.1086/320183,"Emerging Importance of Multidrug‐Resistant<i>Acinetobacter</i>Species and<i>Stenotrophomonas maltophilia</i>as Pathogens in Seriously Ill Patients: Geographic Patterns, Epidemiological Features, and Trends in the SENTRY Antimicrobial Surveillance Program (1997–1999)",Gales,2002,1
10.3171/jns.1997.87.1.0106,Stenotrophomonas maltophilia meningitis,Papadakis,2009,1
10.1001/archinte.1987.00370090148025,Infections Caused by Pseudomonas maltophilia,Muder,2011,1
10.1093/jac/17.suppl_a.11,Emergence of resistance after therapy with antibiotics used alone or combined in a marine model,Pechere,2012,1
10.1002/lt.500030613,Minimal criteria for placement of adults on the liver transplant waiting list: A report of a national conference organized by the American Society of Transplant Physicians and the American Association for the Study of Liver Diseases,Lucey,2004,1
10.1159/000102010,The Concept of Acute Kidney Injury and the RIFLE Criteria,Kellum,2007,1
10.1016/j.cmi.2015.06.007,Use of old antibiotics now and in the future from a pharmacokinetic/pharmacodynamic perspective,Muller,2015,1
10.1128/aac.01165-05,"Comparative Pharmacodynamics of Gentamicin against
            <i>Staphylococcus aureus</i>
            and
            <i>Pseudomonas aeruginosa</i>",Tam,2006,1
10.1016/0002-9343(86)90487-0,Experimental studies on nephrotoxicity of aminoglycosides at low doses: Mechanisms and perspectives,Tulkens,2004,1
10.1038/ki.1984.69,"Early effects of gentamicin, tobramycin, and amikacin on the human kidney",De Broe,2007,1
10.1159/000401771,Relation of Tubular Interstitial Disease to Renal Function,Wedeen,2015,1
10.1128/aac.00497-10,"Synergy Testing by Etest, Microdilution Checkerboard, and Time-Kill Methods for Pan-Drug-Resistant
            <i>Acinetobacter baumannii</i>",Sopirala,2010,1
10.1093/jac/dki477,In vitro antibacterial activities of tigecycline in combination with other antimicrobial agents determined by chequerboard and time-kill kinetic analysis,Petersen,2006,1
10.1128/aac.37.3.613,Reproducibility of the microdilution checkerboard method for antibiotic synergy,Rand,2012,1
10.7326/0003-4819-119-5-199309010-00001,Nosocomial Outbreak of Klebsiella Infection Resistant to Late-Generation Cephalosporins,Meyer,2013,1
10.1073/pnas.1231332100,Knowledge systems for sustainable development,Cash,2003,1
10.1023/a:1004319423297,,Guston,2002,1
10.1016/s0891-5520(03)00065-5,"Basic pharmacodynamics of antibacterials with clinical applications to the use of β-lactams, glycopeptides, and linezolid",Craig,2005,1
10.1038/s41467-017-00721-2,A comprehensive characterization of PncA polymorphisms that confer resistance to pyrazinamide,Yadon,2017,1
10.1128/cmr.14.4.836-871.2001,Molecular Detection of Antimicrobial Resistance,Fluit,2002,1
10.1016/s0968-0004(99)01382-1,DNA chips: promising toys have become powerful tools,Gerhold,2002,1
10.1038/nbt0198-27,DNA chips: An array of possibilities,Marshall,2004,1
10.1101/gr.7.10.943,When the Chips are Down,Castellino,2017,1
10.1038/ng1296-450,Quantitative phenotypic analysis of yeast deletion mutants using a highly parallel molecular bar–coding strategy,Shoemaker,2004,1
10.1126/science.7618105,Simultaneous Identification of Bacterial Virulence Genes by Negative Selection,Hensel,2006,1
10.1111/j.1365-2958.1988.tb00087.x,Identification and characterization of TnphoA mutants of Salmonella that are unable to pass through a polarized MDCK epithelial cell monolayer,Finlay,2006,1
10.1083/jcb.107.1.221,Penetration of Salmonella through a polarized Madin-Darby canine kidney epithelial cell monolayer.,Finlay,2004,1
10.1038/ng1296-441,Detection of heterozygous mutations in BRCA1 using high density oligonucleotide arrays and two–colour fluorescence analysis,Hacia,2004,1
10.1378/chest.111.4.955,A Comparison of Peak Sputum Tobramycin Concentration in Patients With Cystic Fibrosis Using Jet and Ultrasonic Nebulizer Systems,Eisenberg,2008,1
10.1128/aac.31.9.1383,Univariate and multivariate analyses of risk factors predisposing to auditory toxicity in patients receiving aminoglycosides,Gatell,2012,1
10.7164/antibiotics.32.727,Comparative bactericidal effect of ceforanide (BL-S 786) and five other cephalosporins in an in vitro pharmacokinetic model.,RANDOLPH,2012,1
10.1084/jem.176.1.99,Activated endothelium binds lymphocytes through a novel binding site in the alternately spliced domain of vascular cell adhesion molecule-1.,Osborn,2004,1
