DOI,title,author,year,times_seen
10.1016/s0140-6736(88)92300-8,SURVIVAL OF THE SMALLEST Time Trends and Determinants of Mortality in a Very Preterm Population During the 1980s,HEINONEN,2003,1
10.1007/s40262-012-0018-5,The Clinical Relevance of Plasma Protein Binding Changes,Roberts,2012,2
10.1093/jac/dkaa170,Population pharmacokinetics of ceftazidime in critically ill children: impact of cystic fibrosis,Bui,2020,3
10.1146/annurev.pharmtox.48.113006.094708,Mechanism-Based Concepts of Size and Maturity in Pharmacokinetics,Anderson,2007,2
10.1186/1742-4682-1-13,,Agutter,2004,1
10.1093/cid/ciz1155,Monitoring Ceftazidime-Avibactam and Aztreonam Concentrations in the Treatment of a Bloodstream Infection Caused by a Multidrug-Resistant Enterobacter sp. Carrying Both Klebsiella pneumoniae Carbapenemase–4 and New Delhi Metallo-β-Lactamase–1,Yasmin,2019,5
10.1128/aac.45.4.1151-1161.2001,"Novel Carbapenem-Hydrolyzing β-Lactamase, KPC-1, from a Carbapenem-Resistant Strain of
            <i>Klebsiella pneumoniae</i>",Yigit,2002,1
10.1086/520193,Surveillance of Antimicrobial Use and Antimicrobial Resistance in United States Hospitals: Project ICARE Phase 2,Fridkin,2007,1
10.1086/422655,Vaccination: A Novel Approach to Reduce Antibiotic Resistance,Klugman,2004,1
10.1038/nm839,Geographic diversity and temporal trends of antimicrobial resistance in Streptococcus pneumoniae in the United States,McCormick,2003,1
10.1093/aje/154.1.85,Interpreting Results from Trials of Pneumococcal Conjugate Vaccines: A Statistical Test for Detecting Vaccine-induced Increases in Carriage of Nonvaccine Serotypes,Lipsitch,2002,1
10.1214/aoms/1177729756,Transformations Related to the Angular and the Square Root,Freeman,2007,1
10.1001/jama.2016.0287,The Third International Consensus Definitions for Sepsis and Septic Shock (Sepsis-3),Singer,2016,3
10.1038/clpt.1990.149,Pharmacokinetics of cefepime in subjects with renal insufficiency,Barbhaiya,2009,1
10.1001/archsurg.1992.01420010097015,Guidelines for Clinical Care: Anti-infective Agents for Intra-abdominal Infection,Bohnen,2011,1
10.1139/y79-182,The role of the cholinergic systems in the central control of thermoregulation in rats,Lin,2011,1
10.1097/ftd.0000000000000937,Barriers and Facilitators in the Clinical Implementation of Beta-Lactam Therapeutic Drug Monitoring in Critically Ill Patients: A Critical Review,Abdulla,2021,2
10.1186/s13054-020-03272-z,Failure of target attainment of beta-lactam antibiotics in critically ill patients and associated risk factors: a two-center prospective study (EXPAT),Abdulla,2020,1
10.1128/aac.29.2.188,Imipenem pharmacokinetics and body fluid concentrations in patients receiving high-dose treatment for serious infections,MacGregor,2012,1
10.1159/000170321,Quantification of Hemodialysis: Analysis of Methods and the Relevance to Patient Outcome,Clark,2008,1
10.1203/00006450-199704001-01062,Shortterm outcome of infants born at the limit of viability in two Swedish tertiary care centers. † 1043,Serenius,2007,1
10.1097/pcc.0000000000000225,Pediatric Severe Sepsis in U.S. Children’s Hospitals*,Balamuth,2014,3
10.1542/peds.2010-3513,An Emergency Department Septic Shock Protocol and Care Guideline for Children Initiated at Triage,Larsen,2011,1
10.1007/s00134-004-2210-z,Surviving Sepsis Campaign guidelines for management of severe sepsis and septic shock,Dellinger,2004,1
10.1093/clinids/5.1.35,The Clinical Significance of Positive Blood Cultures: A Comprehensive Analysis of 500 Episodes of Bacteremia and Fungemia in Adults. I. Laboratory and Epidemiologic Observations,Weinstein,2011,1
10.1046/j.1365-3156.2003.01058.x,Recognizing childhood illnesses and their traditional explanations: exploring options for care-seeking interventions in the context of the IMCI strategy in rural Ghana,Hill,2004,1
10.1590/s0036-36341998000400003,La mortalidad por enfermedad diarreica en México: ¿problema de acceso o de calidad de atención?,Reyes,2007,1
10.1007/s00134-017-4878-x,"Antimicrobial resistance in the next 30 years, humankind, bugs and drugs: a visionary approach",Bassetti,2017,1
10.3324/haematol.2015.125484,Management of carbapenem resistant Klebsiella pneumoniae infections in stem cell transplant recipients: an Italian multidisciplinary consensus statement,Girmenia,2015,1
10.1046/j.1523-1755.2001.0600031154.x,A randomized clinical trial of continuous versus intermittent dialysis for acute renal failure,Mehta,2002,1
10.1016/s1073-4449(97)70018-9,Transport Characteristics of the Slow Therapies: Implications for Achieving Adequacy of Dialysis in Acute Renal Failure,Sigler,2017,1
10.1016/s0272-6386(12)70162-2,Factors Affecting Delivery of High-Efficiency Dialysis Using Temporary Vascular Access,Kelber,2014,1
10.1016/s0272-6386(12)81124-3,Rate-Related Recirculation: The Effect of Altering Blood Flow on Dialyzer Recirculation,Sherman,2014,1
10.1038/ki.1990.52,Assessing the adequacy of dialysis,Hakim,2007,1
10.1177/089686088800800110,Beta-2 Microglobulin in Peritoneal Dialysis Patients: Serum Levels and Peritoneal Clearances,DiRaimondo,2020,1
10.1038/ki.1987.59,Maximum ultrafiltration rates during peritoneal dialysis in rats,Levin,2007,1
10.1016/s0006-3495(74)85924-2,Concentration Polarization in an Ultrafiltering Capillary,Deen,2009,1
10.1056/nejm200105033441801,Prevention of Type 2 Diabetes Mellitus by Changes in Lifestyle among Subjects with Impaired Glucose Tolerance,Tuomilehto,2002,1
10.1007/bf00276995,"Prevalence of coronary heart disease, left ventricular failure and hypertension in middle-aged, newly diagnosed Type 2 (non-insulin-dependent) diabetic subjects",Uusitupa,2004,1
10.1016/s1473-3099(01)00093-7,Immunotherapy of sepsis,van der Poll,2002,1
10.1038/330662a0,Anti-cachectin/TNF monoclonal antibodies prevent septic shock during lethal bacteraemia,Tracey,2003,1
10.1097/pcc.0000000000001497,Ceftaroline for Suspected or Confirmed Invasive Methicillin-Resistant Staphylococcus aureus,Cies,2018,4
10.1093/jac/dku322,Vancomycin plus ceftaroline shows potent in vitro synergy and was successfully utilized to clear persistent daptomycin-non-susceptible MRSA bacteraemia,Barber,2014,1
10.1097/ccm.0000000000002817,β-lactam Therapeutic Drug Management in the PICU*,Cies,2017,3
10.2146/ajhp080434,"Therapeutic monitoring of vancomycin in adult patients: A consensus review of the American Society of Health-System Pharmacists, the Infectious Diseases Society of America, and the Society of Infectious Diseases Pharmacists",Rybak,2008,1
10.1128/aac.21.4.575,Vancomycin pharmacokinetics in normal and morbidly obese subjects,Blouin,2012,1
10.1056/nejm200005183422002,Daily Interruption of Sedative Infusions in Critically Ill Patients Undergoing Mechanical Ventilation,Kress,2002,1
10.1097/00003246-199502000-00014,Comparison of propofol and midazolam for sedation in intensive care unit patients,Ronan,2003,1
10.1016/s0749-0704(18)30380-4,The Role of Sedation in the ICU Patient with Pain and Agitation,Crippen,2018,1
10.7326/0003-4819-94-3-293,Prognosis in Nontraumatic Coma,LEVY,2013,1
10.1212/wnl.0000000000002455,Antibiotic-associated encephalopathy,Bhattacharyya,2016,2
10.1016/j.coph.2015.06.002,"Augmented renal clearance in critically ill patients: etiology, definition and implications for beta-lactam dose optimization",Sime,2015,1
10.1186/1471-2369-14-250,A comparison of CKD-EPI estimated glomerular filtration rate and measured creatinine clearance in recently admitted critically ill patients with normal plasma creatinine concentrations,Udy,2013,2
10.1007/s00134-013-2909-9,Systemic inflammatory response syndrome criteria and vancomycin dose requirement in patients with sepsis,Shimamoto,2013,1
10.1128/aac.25.4.433,Pharmacokinetics of vancomycin in patients with various degrees of renal function,Matzke,2012,1
10.1023/a:1016215116835,,Ette,2002,1
10.7326/0003-4819-119-4-199308150-00003,Detection of Bacteremia in Adults: Consequences of Culturing an Inadequate Volume of Blood,Mermel,2013,1
10.1097/pcc.0000000000002198,Surviving Sepsis Campaign International Guidelines for the Management of Septic Shock and Sepsis-Associated Organ Dysfunction in Children,Weiss,2020,4
10.1097/pcc.0000000000000858,Protocolized Treatment Is Associated With Decreased Organ Dysfunction in Pediatric Severe Sepsis*,Balamuth,2016,1
10.1097/ccm.0b013e3181cc4824,Impact of time to antibiotics on survival in patients with severe sepsis or septic shock in whom early goal-directed therapy was initiated in the emergency department*,Gaieski,2010,1
10.1097/01.ccm.0000298158.12101.41,Surviving Sepsis Campaign: International guidelines for management of severe sepsis and septic shock: 2008,Dellinger,2009,1
10.1097/01.ccm.0000262946.68003.21,Is severe sepsis increasing in incidence AND severity?*,Esper,2007,1
10.1097/01.ccm.0000045026.81584.6f,"Bacteremic sepsis in intensive care: Temporal trends in incidence, organ dysfunction, and prognosis",Hugonnet,2003,1
10.1007/s001340100955,"Acute respiratory distress syndrome among trauma patients: trends in ICU mortality, risk factors, complications and resource utilization",Navarrete-Navarro,2003,1
10.1038/sj.bjp.0704496,"The <i>β</i>
-lactam antibiotics, penicillin-G and cefoselis have different mechanisms and sites of action at GABA<sub>A</sub>
 receptors",Sugimoto,2005,1
10.1038/367607a0,Molecular and cellular mechanisms of general anaesthesia,Franks,2003,1
10.1111/j.1476-5381.1990.tb14145.x,Relative potencies for barbiturate binding to the Torpedo acetylcholine receptor,Dodson,2012,1
10.1113/jphysiol.1976.sp011530,Drug blockade of open end-plate channels.,Adams,2014,1
10.1097/01.ccm.0000254067.14607.eb,Clinical practice guidelines for support of the family in the patient-centered intensive care unit: American College of Critical Care Medicine Task Force 2004–2005,Davidson,2007,1
10.1097/00002800-200201000-00017,Why Do Nurses See Families as “Trouble?”,CLARK,2003,1
10.2307/3521954,CE Credit: Original Research: Family Presence during Invasive Procedures and Resuscitation,Meyers,2008,1
10.1016/s0002-9378(94)70297-7,A longitudinal study of cardiac output in normal human pregnancy,Mabie,2013,1
10.1016/0002-9378(87)90146-3,Serial noninvasive evaluation of cardiovascular hemodynamics during pregnancy,Mashini,2013,1
10.1161/01.cir.58.6.1072,Recommendations regarding quantitation in M-mode echocardiography: results of a survey of echocardiographic measurements.,Sahn,2012,1
10.1128/aac.45.12.3548-3554.2001,"Cefepime, Piperacillin-Tazobactam, and the Inoculum Effect in Tests with Extended-Spectrum β-Lactamase-Producing
            <i>Enterobacteriaceae</i>",Thomson,2002,2
10.1093/clinids/23.1.118,Ceftazidime-Resistant Klebsiella pneumoniae Isolates Recovered at the Cleveland Department of Veterans Affairs Medical Center,Rice,2011,1
10.1093/cid/cis916,Cefepime Therapy for Monomicrobial Bacteremia Caused by Cefepime-Susceptible Extended-Spectrum Beta-Lactamase–Producing Enterobacteriaceae: MIC Matters,Lee,2012,1
10.1128/aac.01509-06,"Predictors of Mortality in Patients with Bloodstream Infections Caused by Extended-Spectrum-β-Lactamase-Producing
            <i>Enterobacteriaceae</i>
            : Importance of Inadequate Initial Antimicrobial Treatment",Tumbarello,2007,1
10.1128/aac.50.4.1257-1262.2006,"Clinical and Economic Impact of Bacteremia with Extended- Spectrum-β-Lactamase-Producing
            <i>Enterobacteriaceae</i>",Schwaber,2006,1
10.1016/j.ijantimicag.2012.06.022,Quantification of seven β-lactam antibiotics and two β-lactamase inhibitors in human plasma using a validated UPLC-MS/MS method,Carlier,2012,2
10.1002/jssc.200600081,Development of a validated HPLC method for the determination of four penicillin antibiotics in pharmaceuticals and human biological fluids,Samanidou,2006,1
10.1016/s0378-4347(99)00241-8,Simultaneous quantification of amoxycillin and metronidazole in plasma using high-performance liquid chromatography with photodiode array detection,Menelaou,2002,1
10.1016/s0378-4347(00)84862-8,Sensitive high-performance liquid chromatographic method for the determination of metronidazole and metabolites,Jensen,2002,1
10.1128/aac.13.2.205,Use of High-Pressure Liquid Chromatography to Determine Plasma Levels of Metronidazole and Metabolites After Intravenous Administration,Wheeler,2012,1
10.1214/aos/1176346060,On the Convergence Properties of the EM Algorithm,Wu,2007,2
10.1086/591453,Controlling for Severity of Illness in Outcome Studies Involving Infectious Diseases: Impact of Measurement at Different Time Points,Thom,2008,1
10.1016/s0195-6701(98)90065-2,Epidemiology of Klebsiella bacteraemia: a case control study using Escherichia coli bacteraemia as control,Hansen,2004,1
10.1016/0195-6701(94)90117-1,"Klebsiella bacteraemia: a report of 101 cases from National University Hospital, Singapore",Lee,2004,1
10.1002/1097-0142(19891201)64:11<2368::aid-cncr2820641129>3.0.co;2-h,Klebsiella bacteremia. A 10-year review in a cancer institution,Bodey,2006,1
10.1093/clinids/1.5.736,Epidemiology of Klebsiella and Hospital-Associated Infections,Montgomerie,2011,1
10.1159/000346629,Impact of Severe Sepsis on Serum and Urinary Biomarkers of Acute Kidney Injury in Critically Ill Children: An Observational Study,Di Nardo,2013,2
10.1007/s00134-010-1887-4,Neutrophil gelatinase-associated lipocalin in adult septic patients with and without acute kidney injury,Mårtensson,2010,1
10.1159/000109102,Could Neutrophil-Gelatinase-Associated Lipocalin and Cystatin C Predict the Development of Contrast-Induced Nephropathy after Percutaneous Coronary Interventions in Patients with Stable Angina and Normal Serum Creatinine Values?,Bachorzewska-Gajewska,2007,1
10.1159/000093961,Neutrophil-Gelatinase-Associated Lipocalin and Renal Function after Percutaneous Coronary Interventions,Bachorzewska-Gajewska,2006,1
10.4065/79.2.211,Contrast Nephropathy After Coronary Angiography,Gami,2009,1
10.1259/bjr.72.859.10624328,Comparison of iodixanol and iohexol in renal impairment.,Chalmers,2014,1
10.1542/peds.2010-2895,Implementation of Goal-Directed Therapy for Children With Suspected Sepsis in the Emergency Department,Cruz,2011,1
10.1186/cc8138,One year mortality of patients treated with an emergency department based early goal directed therapy protocol for severe sepsis and septic shock: a before and after study,Puskarich,2009,1
10.1016/j.mayocp.2011.12.011,Meta-analysis of Randomized Controlled Trials of Vancomycin for the Treatment of Patients With Gram-Positive Infections: Focus on the Study Design,Vardakas,2012,1
10.1128/aac.35.11.2246,Double-blind comparison of teicoplanin versus vancomycin in febrile neutropenic patients receiving concomitant tobramycin and piperacillin: effect on cyclosporin A-associated nephrotoxicity,Kureishi,2012,1
10.1016/j.ijid.2021.05.044,Comparison of piperacillin plasma concentrations in a prospective randomised trial of extended infusion versus intermittent bolus of piperacillin/tazobactam in paediatric patients,Chongcharoenyanon,2021,1
10.1016/s0924-8579(02)00031-6,Standardization of pharmacokinetic/pharmacodynamic (PK/PD) terminology for anti-infective drugs,Mouton,2002,1
10.1128/aac.35.9.1834,Pharmacodynamic effects of subinhibitory concentrations of beta-lactam antibiotics in vitro,Odenholt-Tornqvist,2012,1
10.1097/pcc.0b013e3182917fad,Trends in the Epidemiology of Pediatric Severe Sepsis*,Hartman,2013,1
10.1001/jama.2012.384,"Association of Diagnostic Coding With Trends in Hospitalizations and Mortality of Patients With Pneumonia, 2003-2009",Lindenauer,2012,1
10.1128/aac.32.6.848,Vancomycin pharmacokinetics in patients with various degrees of renal function,Rodvold,2012,1
10.1097/00003246-198907000-00006,Prognostic significance of early clinical manifestations in postanoxic coma,BERTINI,2006,1
10.2165/00003495-199549040-00008,Ceftazidime,Rains,2009,1
10.1007/s10928-013-9302-8,Two general methods for population pharmacokinetic modeling: non-parametric adaptive grid and non-parametric Bayesian,Tatarinova,2013,1
10.2165/00003088-199835040-00004,Drug Disposition in Cystic Fibrosis,Rey,2006,1
10.1097/00003246-198501000-00009,Mean airway pressure vs. positive end-expiratory pressure during mechanical ventilation,PESENTI,2006,1
10.1001/jama.1997.03540370048035,Magnitude and Duration of the Effect of Sepsis on Survival,Quartin,2011,1
10.1097/00005072-195207000-00010,Fatality Following the Use of Intrathecal Penicillin,Cohen,2008,1
10.1128/aac.06365-11,Evaluation of Clinical Outcomes in Patients with Bloodstream Infections Due to Gram-Negative Bacteria According to Carbapenem MIC Stratification,Esterly,2012,1
10.1097/00003246-200102000-00030,Impaired target site penetration of β -lactams may account for therapeutic failure in patients with septic shock,Joukhadar,2003,1
10.1016/s0025-7125(16)31440-7,Principles of Antibiotic Tissue Penetration and Guidelines for Pharmacokinetic Analysis,Schentag,2016,1
10.1093/jac/4.suppl_a.13,Comparison of the intrarenal disposition of tobramycin and gentamicin: therapeutic and toxicologic answers,Whelton,2012,1
10.1113/jphysiol.1971.sp009330,"Influence of ambient temperature on the thermoregulatory responses to 5-hydroxytryptamine, noradrenaline and acetylcholine injected into the lateral cerebral ventricles of sheep, goats and rabbits",Bligh,2014,1
10.1517/17425255.2011.574127,The effect of therapeutic hypothermia on drug metabolism and response: cellular mechanisms to organ function,Zhou,2011,1
10.1016/j.cryobiol.2008.09.006,Changes in cardiovascular β-adrenoceptor responses during hypothermia,Han,2008,1
10.1016/s0300-9572(01)00357-4,Effects of epinephrine on the myocardial performance and haemodynamics of the isolated rat heart during moderate hypothermia — importance of calcium homeostasis,Schiffmann,2002,1
10.1161/01.res.61.6.761,Inotropic response to hypothermia and the temperature-dependence of ryanodine action in isolated rabbit and rat ventricular muscle: implications for excitation-contraction coupling.,Shattock,2012,1
10.1128/aac.01696-09,Pharmacokinetics of Cefotaxime and Desacetylcefotaxime in Infants during Extracorporeal Membrane Oxygenation,Ahsman,2010,1
10.1093/nar/gkm958,"DrugBank: a knowledgebase for drugs, drug actions and drug targets",Wishart,2007,1
10.1007/bf02491068,Determination of eight penicillins in serum from cattle and pigs by generic HPLC method,Sørensen,2006,1
10.1080/10826079808001260,Determination of Benzylpenicillin and Other Beta-Lactam Antibiotics in Plasma and Tissues Using Liquid Chromatography-Mass Spectrometry for Residual and Pharmacokinetic Studies,Hormazábal,2007,1
10.1021/jf00069a018,Depletion of intramuscularly injected procaine penicillin G from tissues of swine. A comparison of HPLC and bioassay procedures,Moats,2005,1
10.1124/mol.59.2.386,"cDNA Cloning and Initial Characterization of CYP3A43, a Novel Human Cytochrome P450",Domanski,2018,1
10.1093/emboj/19.17.4688,Identification of a new isoform of the human estrogen receptor-alpha (hER-alpha) that is encoded by distinct transcripts and that is able to repress hER-alpha activation function 1,Flouriot,2002,1
10.1016/s1521-6918(03)00028-3,Stress-related mucosal disease in critically ill patients,Duerksen,2003,1
10.1016/0014-2999(91)90077-4,Nifedipine versus cimetidine in prevention of stress-induced gastric ulcers in rats,Al-Mashhadani,2002,1
10.1086/514621,Pharmacodynamic Interactions of Antibiotics Alone and in Combination,Schentag,2007,1
10.1093/oxfordjournals.aje.a112959,ROLE OF RISK FACTORS IN COMPLICATIONS OF DIABETES MELLITUS1,DUPREE,2017,1
10.1016/s0002-9343(84)80074-1,Role for Dual Individualization with Cefmenoxime,Schentag,2014,1
10.1097/01.ccm.0000050454.01978.3b,2001 SCCM/ESICM/ACCP/ATS/SIS International Sepsis Definitions Conference,Levy,2003,1
10.1001/jama.286.14.1754,Serial Evaluation of the SOFA Score to Predict Outcome in Critically Ill Patients,Ferreira,2003,1
10.1016/j.clinthera.2005.06.013,"A retrospective analysis using Monte Carlo simulation to evaluate recommended ceftazidime dosing regimens in healthy volunteers, patients with cystic fibrosis, and patients in the intensive care unit",Mouton,2005,1
10.1038/clpt.1984.187,Ceftazidime disposition in acute and stable cystic fibrosis,Leeder,2010,1
10.1016/j.cmi.2020.04.022,Population pharmacokinetics of cefazolin in critically ill children infected with methicillin-sensitive Staphylococcus aureus,Salvador,2020,1
10.3791/58148,Multiplex Therapeutic Drug Monitoring by Isotope-dilution HPLC-MS/MS of Antibiotics in Critical Illnesses,Schuster,2018,1
10.2147/clep.s72282,Sepsis in Canadian children: a national analysis using administrative data,Thompson,2014,1
10.1093/ndt/gfm713,The neurotoxicity and safety of treatment with cefepime in patients with renal failure,Sonck,2008,1
10.1086/516284,State‐of‐the‐Art Clinical Article: Pharmacokinetic/Pharmacodynamic Parameters: Rationale for Antibacterial Dosing of Mice and Men,Craig,2007,3
10.1097/00003246-199606000-00010,Comparative study of propofol versus midazolam in the sedation of critically ill patients,Chamorro,2003,1
10.1097/00003246-199209000-00024,A national survey on the practice patterns of anesthesiologist intensivists in the use of muscle relaxants,KLESSIG,2006,1
10.1681/asn.v85804,Extracorporeal therapy requirements for patients with acute renal failure.,Clark,2021,1
10.1128/aac.48.12.4718-4724.2004,Pharmacodynamic Profiling of Piperacillin in the Presence of Tazobactam in Patients through the Use of Population Pharmacokinetic Models and Monte Carlo Simulation,Lodise,2004,1
10.1128/aac.42.5.1098,Levofloxacin Population Pharmacokinetics and Creation of a Demographic Model for Prediction of Individual Drug Clearance in Patients with Serious Community-Acquired Infection,Preston,2018,1
10.1093/biomet/73.3.645,A maximum likelihood estimation method for random coefficient regression models,MALLET,2007,1
10.2307/2111343,Scobit: An Alternative Estimator to Logit and Probit,Nagler,2007,2
10.1016/s0140-6736(05)71048-5,4 million neonatal deaths: When? Where? Why?,Lawn,2005,1
10.1016/s0140-6736(04)16511-2,Estimating the global burden of HIV/AIDS: what do we really know about the HIV pandemic?,Walker,2004,1
10.1111/j.1728-4457.2001.00771.x,The Impact of HIV/AIDS on Adult Mortality in Zimbabwe,Feeney,2004,1
10.1002/ppul.1950040403,Comparison of piperacillin alone versus piperacillin plus tobramycin for treatment of respiratory infections in children with cystic fibrosis,McCarty,2007,1
10.1016/s0140-6736(84)91473-9,ADVERSE REACTIONS TO PIPERACILLIN IN CYSTIC FIBROSIS,Brock,2003,1
10.1002/jcph.566,Ceftolozane/tazobactam pharmacokinetic/pharmacodynamic‐derived dose justification for phase 3 studies in patients with nosocomial pneumonia,Xiao,2015,3
10.1086/653057,Pharmacokinetic‐Pharmacodynamic Considerations in the Design of Hospital‐Acquired or Ventilator‐Associated Bacterial Pneumonia Studies: Look before You Leap!,Ambrose,2010,1
10.2146/ajhp060239,Estimating glomerular filtration rate with a modification of diet in renal disease equation: Implications for pharmacy,Spruill,2007,1
10.1086/498909,The Duration of Hypotension before the Initiation of Antibiotic Treatment Is a Critical Determinant of Survival in a Murine Model of<i>Escherichia coli</i>Septic Shock: Association with Serum Lactate and Inflammatory Cytokine Levels,Kumar,2005,1
10.1007/s40262-018-0682-1,Piperacillin Population Pharmacokinetics and Dosing Regimen Optimization in Critically Ill Children with Normal and Augmented Renal Clearance,Béranger,2018,3
10.1186/s12882-017-0539-0,Accuracy of cystatin C in prediction of acute kidney injury in children; serum or urine levels: which one works better? A systematic review and meta-analysis,Nakhjavan-Shahraki,2017,1
10.1053/j.ajkd.2004.09.028,Pediatric ARF epidemiology at a tertiary care center from 1999 to 2001,Hui-Stickle,2005,1
10.1007/s002460010238,Acute Renal Insufficiency and Renal Replacement Therapy After Pediatric Cardiopulmonary Bypass Surgery,Kist-van Holthe tot Echten,2014,1
10.1128/aac.38.4.761,Multiply resistant Klebsiella pneumoniae strains from two Chicago hospitals: identification of the extended-spectrum TEM-12 and TEM-10 ceftazidime-hydrolyzing beta-lactamases in a single isolate,Bradford,2012,1
10.1007/s001340050805,"Sedation, where are we now?",Shelly,2002,1
10.1093/clinids/24.supplement_1.s169,Reports on Surveillance of Antimicrobial Resistance in Individual Countries,Rahal,2011,1
10.1007/s00467-006-0244-x,Serum neutrophil gelatinase-associated lipocalin as a marker of renal function in children with chronic kidney disease,Mitsnefes,2006,1
10.1681/asn.2005090934,Towards a Definition and Classification of Acute Kidney Injury,Warnock,2005,1
10.3389/fendo.2018.00550,Vitamin D Toxicity–A Clinical Perspective,Marcinowska-Suchowierska,2018,1
10.1016/j.abb.2010.10.012,"1,25-Dihydroxyvitamin D is not responsible for toxicity caused by vitamin D or 25-hydroxyvitamin D",DeLuca,2010,1
10.1073/pnas.89.17.8097,"Sequences in the human parathyroid hormone gene that bind the 1,25-dihydroxyvitamin D3 receptor and mediate transcriptional repression in response to 1,25-dihydroxyvitamin D3.",Demay,2006,1
10.1084/jem.79.2.137,STUDIES ON THE CHEMICAL NATURE OF THE SUBSTANCE INDUCING TRANSFORMATION OF PNEUMOCOCCAL TYPES,Avery,2004,1
10.1080/21505594.2016.1222343,The global epidemiology of carbapenemase-producing Enterobacteriaceae,van Duin,2016,1
10.1007/s10096-015-2550-3,Characterization of carbapenem-resistant Escherichia coli and Klebsiella pneumoniae from a healthcare region in Hong Kong,Ho,2016,1
10.1007/s00228-012-1413-4,Population pharmacokinetics of piperacillin/tazobactam in neonates and young infants,Li,2013,1
10.1177/0091270005283283,Population Pharmacokinetics and Pharmacodynamics of Meropenem in Pediatric Patients,Du,2006,1
10.1016/0732-8893(95)00052-c,Pharmacokinetics of cefotaxime and desacetylcefotaxime in the young,Kearns,2002,1
10.1128/aac.20.4.487,Clinical Pharmacology of Cefotaxime in Pediatric Patients,Kafetzis,2012,1
10.1097/inf.0b013e3182a743c7,Population Pharmacokinetics of Piperacillin/Tazobactam in Critically Ill Young Children,Cies,2013,3
10.1111/j.1532-5415.1985.tb07117.x,Longitudinal Studies on the Rate of Decline in Renal Function with Age,Lindeman,2015,1
10.1159/000179347,Structure of the Arteriole-Glomerular Units in Different Zones of the Kidney,Ljungqvist,2008,1
10.1128/aac.18.1.148,Penicillin-binding proteins in bacteria,Georgopapadakou,2012,1
10.1038/ki.1983.101,Acute changes in peritoneal morphology and transport properties with infectious peritonitis and mechanical injury,Verger,2007,1
10.1038/ki.1978.17,Determinants of low clearances of small solutes during peritoneal dialysis,Nolph,2007,1
10.1128/aac.02139-13,Developmental Pharmacokinetics of Piperacillin and Tazobactam Using Plasma and Dried Blood Spots from Infants,Cohen-Wolkowiez,2014,2
10.1186/1471-2334-10-72,"Comparative in vitro activity of Meropenem, Imipenem and Piperacillin/tazobactam against 1071 clinical isolates using 2 different methods: a French multicentre study",Joly-Guillou,2010,1
10.1016/j.diagmicrobio.2008.04.012,"Antimicrobial susceptibility of 3931 organisms isolated from intensive care units in Canada: Canadian National Intensive Care Unit Study, 2005/2006",Zhanel,2008,1
10.1016/j.ajic.2003.09.002,"National Nosocomial Infections Surveillance (NNIS) System Report, data summary from January 1992 through June 2003, issued August 2003",A report from the NNIS System,2003,1
10.1053/j.ajkd.2010.03.026,Comparative Performance of the CKD Epidemiology Collaboration (CKD-EPI) and the Modification of Diet in Renal Disease (MDRD) Study Equations for Estimating GFR Levels Above 60 mL/min/1.73 m2,Stevens,2010,1
10.1056/nejm199611283352203,Development and Progression of Renal Disease in Pima Indians with Non-Insulin-Dependent Diabetes Mellitus,Nelson,2002,1
10.1056/nejm199311113292004,The Effect of Angiotensin-Converting-Enzyme Inhibition on Diabetic Nephropathy,Lewis,2002,1
10.1002/phar.1567,"Pharmacokinetics of Continuous-Infusion Meropenem for the Treatment of <i>Serratia marcescens</i>
 Ventriculitis in a Pediatric Patient",Cies,2015,4
10.2165/11536640-000000000-00000,The Evolution of Population Pharmacokinetic Models to Describe the Enterohepatic Recycling of Mycophenolic Acid in Solid Organ Transplantation and Autoimmune Disease,Sherwin,2010,1
10.2133/dmpk.24.53,"A Framework for Assessing Inter-individual Variability in Pharmacokinetics Using Virtual Human Populations and Integrating General Knowledge of Physical Chemistry, Biology, Anatomy, Physiology and Genetics: A Tale of ‘Bottom-Up’ vs ‘Top-Down’ Recognition of Covariates",Jamei,2009,1
10.1080/00498250310001646353,Predicting drug clearance from recombinantly expressed CYPs: intersystem extrapolation factors,Proctor,2004,1
10.1007/s002280050706,"Inhibition of human cytochrome P450 enzymes by 1,4-dihydropyridine calcium antagonists: prediction of in vivo drug-drug interactions",Katoh,2002,1
10.1345/aph.1e271,Pharmacokinetics and Pharmacodynamics of Meropenem in Febrile Neutropenic Patients with Bacteremia,Ariano,2004,1
10.1093/ajhp/61.12.1264,Clinical and economic benefits of a meropenem dosage strategy based on pharmacodynamic concepts,Kotapati,2019,1
10.1038/ki.1990.206,Optimization of high-efficiency hemodialysis by detection and correction of fistula dysfunction,Windus,2007,1
10.1097/pcc.0b013e3181e28894,"Infections acquired during extracorporeal membrane oxygenation in neonates, children, and adults*",Bizzarro,2010,1
10.1016/0732-8893(95)00053-d,Interrelationship between pharmacokinetics and pharmacodynamics in determining dosage regimens for broad-spectrum cephalosporins,Craig,2002,1
10.1128/aac.26.5.678,Postantibiotic effect of imipenem on Pseudomonas aeruginosa,Bustamante,2012,1
10.1128/aac.39.8.1683,"Determination of robust ocular pharmacokinetic parameters in serum and vitreous humor of albino rabbits following systemic administration of ciprofloxacin from sparse data sets by using IT2S, a population pharmacokinetic modeling program",Drusano,2012,1
10.1023/a:1012299115260,,Beal,2002,1
