DOI,title,author,year,times_seen
10.1128/aac.41.10.2188,"OXA-18, a class D clavulanic acid-inhibited extended-spectrum beta-lactamase from Pseudomonas aeruginosa",Philippon,2018,2
10.1186/2110-5820-2-35,Does Beta-lactam Pharmacokinetic Variability in Critically Ill Patients Justify Therapeutic Drug Monitoring? A Systematic Review,Sime,2012,1
10.1177/00912700122010384,Single-Dose Gabapentin Pharmacokinetics and Safety in Healthy Infants and Children,Haig,2003,1
10.1016/0920-1211(93)90023-z,Gabapentin actions on ligand- and voltage-gated responses in cultured rodent neurons,Rock,2003,1
10.1136/jnnp.50.6.682,Gabapentin as an antiepileptic drug in man.,Crawford,2008,1
10.1111/j.1365-2125.1980.tb01745.x,Psychomotor function and psychoactive drugs.,Hindmarch,2012,3
10.1007/bf00421809,Stimulant and depressant drugs on kinaesthetic figural after-effects,Gupta,2004,1
10.1192/bjp.106.444.852,Drugs and Personality,Eysenck,2008,1
10.1192/bjp.106.444.845,Drugs and Personality,Eysenck,2008,1
10.1037/h0048155,The duration and course of the reaction decrement and the influence of reward.,Walker,2006,1
10.1016/s0732-8893(97)00234-4,Antimicrobial Activity and Spectrum Investigation of Eight Broad-Spectrum β-Lactam Drugs: A 1997 Surveillance Trial in 102 Medical Centers in the United States,Jones,2002,1
10.1093/jac/33.1.137,"In-vitro activity of FK-037, a new parenteral cephalosporin",Jones,2007,1
10.1086/594120,Impact of Enhanced Infection Control at 2 Neonatal Intensive Care Units in The Philippines,Gill,2008,1
10.1016/s0140-6736(05)71881-x,Hospital-acquired neonatal infections in developing countries,Zaidi,2005,1
10.1093/tropej/46.4.237,"Brief report. Neonatal meningitis: mortality, cerebrospinal fluid, and microbiological findings",Nel,2004,1
10.1128/aac.00133-06,Interpretation of Antibiotic Concentration Ratios Measured in Epithelial Lining Fluid,Kiem,2007,1
10.1128/aac.37.5.1073,Pharmacodynamics of intravenous ciprofloxacin in seriously ill patients,Forrest,2012,2
10.1002/cpt.748,Population Pharmacokinetics of Amoxicillin in Term Neonates Undergoing Moderate Hypothermia,Bijleveld,2017,1
10.1136/bmj.c363,Neurological outcomes at 18 months of age after moderate hypothermia for perinatal hypoxic ischaemic encephalopathy: synthesis and meta-analysis of trial data,Edwards,2010,1
10.1042/bj3300581,Catalytic properties of class A β-lactamases: efficiency and diversity,MATAGNE,2015,1
10.1128/aac.01590-12,"<i>In Vivo</i>
            Activities of Ceftolozane, a New Cephalosporin, with and without Tazobactam against Pseudomonas aeruginosa and Enterobacteriaceae, Including Strains with Extended-Spectrum β-Lactamases, in the Thighs of Neutropenic Mice",Craig,2012,2
10.1016/0732-8893(95)00053-d,Interrelationship between pharmacokinetics and pharmacodynamics in determining dosage regimens for broad-spectrum cephalosporins,Craig,2002,1
10.1128/aac.26.5.678,Postantibiotic effect of imipenem on Pseudomonas aeruginosa,Bustamante,2012,1
10.1016/j.jhin.2009.11.020,"Prevalence of nosocomial infections in The Netherlands, 2007–2008: results of the first four national studies",van der Kooi,2010,1
10.1016/j.jhin.2007.11.005,Additional direct medical costs of nosocomial infections: an estimation from a cohort of patients in a French university hospital,Defez,2008,1
10.1086/502033,"The Impact of Surgical-Site Infections Following Orthopedic Surgery at a Community Hospital and a University Hospital Adverse Quality of Life, Excess Length of Stay, and Extra Cost",Whitehouse,2006,1
10.1002/art.1780280513,Comparative measurement efficiency and sensitivity of five health status instruments for arthritis research,Liang,2007,1
10.1002/art.1780240113,Measuring functional ability in chronic arthritis. a critical review,H Liang,2007,1
10.1093/jac/dkw355,High-intensity meropenem combinations with polymyxin B: new strategies to overcome carbapenem resistance in<i>Acinetobacter baumannii</i>,Lenhard,2016,1
10.1093/jac/15.suppl_a.125,In-vitro model for simultaneous simulation of the serum kinetics of two drugs with different half-lives,Blaser,2012,1
10.1093/jac/dkw293,"Polymyxin B in combination with doripenem against heteroresistant
            <i>Acinetobacter baumannii</i>
            : pharmacodynamics of new dosing strategies",Rao,2016,3
10.1128/aac.05298-11,Synergistic Killing of Multidrug-Resistant Pseudomonas aeruginosa at Multiple Inocula by Colistin Combined with Doripenem in an In Vitro Pharmacokinetic/Pharmacodynamic Model,Bergen,2011,2
10.1128/aac.33.10.1724,Fatty acid alterations and polymyxin B binding by lipopolysaccharides from Pseudomonas aeruginosa adapted to polymyxin B resistance,Conrad,2012,1
10.1038/srep26233,Polymyxin Resistance in Acinetobacter baumannii: Genetic Mutations and Transcriptomic Changes in Response to Clinically Relevant Dosage Regimens,Cheah,2016,3
10.1093/cid/ciu213,"Colistin and Polymyxin B: Peas in a Pod, or Chalk and Cheese?",Nation,2014,1
10.1128/aac.49.9.3624-3630.2005,"Pharmacodynamics of Polymyxin B against
            <i>Pseudomonas aeruginosa</i>",Tam,2005,3
10.1128/jcm.34.5.1129-1135.1996,Random amplified polymorphic DNA typing of Pseudomonas aeruginosa isolates recovered from patients with cystic fibrosis,Mahenthiralingam,2020,1
10.1128/jb.181.16.4790-4797.1999,The Avr (Effector) Proteins HrmA (HopPsyA) and AvrPto Are Secreted in Culture from Pseudomonas syringaePathovars via the Hrp (Type III) Protein Secretion System in a Temperature- and pH-Sensitive Manner,van Dijk,2019,1
10.1128/jb.179.12.3866-3874.1997,Altered localization of HrpZ in Pseudomonas syringae pv. syringae hrp mutants suggests that different components of the type III secretion pathway control protein translocation across the inner and outer membranes of gram-negative bacteria,Charkowski,2016,1
10.1111/j.1365-2958.1995.tb02284.x,"The hrp gene locus of Pseudomonas solanacearum, which controls the production of a type III secretion system, encodes eight proteins related to components of the bacterial flagellar biogenesis complex",Gijsegem,2006,1
10.1007/bf00283883,A superfamily of proteins involved in different secretion pathways in gram-negative bacteria: modular structure and specificity of the N-terminal domain,Genin,2004,1
10.1128/jb.173.16.4994-5009.1991,"Analysis of virC, an operon involved in the secretion of Yop proteins by Yersinia enterocolitica",Michiels,2016,1
10.1016/0092-8674(90)90378-r,The role of charged amino acids in the localization of secreted and membrane proteins,Boyd,2004,1
10.1016/s0021-9258(19)47220-7,Illicit secretion of a cytoplasmic protein into the periplasm of Escherichia coli requires a signal peptide plus a portion of the cognate secreted protein,Summers,2021,1
10.1073/pnas.74.12.5463,DNA sequencing with chain-terminating inhibitors,Sanger,2006,1
10.1111/j.1365-2958.1991.tb01907.x,Filnmentous phage assembly,Russel,2006,1
10.1128/jvi.42.3.1099-1107.1982,Minor coat protein composition and location of the A protein in bacteriophage f1 spheroids and I-forms,Lopez,2020,1
10.1177/0091270006291035,Population Pharmacokinetic Analysis and Dosing Regimen Optimization of Meropenem in Adult Patients,Li,2006,1
10.1128/aac.00483-18,Personalizing Polymyxin B Dosing Using an Adaptive Feedback Control Algorithm,Lakota,2018,1
10.1345/aph.1h353,Polymyxin B and Doxycycline Use in Patients with Multidrug-Resistant Acinetobacter baumannii Infections in the Intensive Care Unit,Holloway,2006,1
10.1016/s0140-6736(94)90694-7,Clinical and molecular epidemiology of acinetobacter infections sensitive only to polymyxin B and sulbactam,Go,2003,1
10.1097/pcc.0000000000000225,Pediatric Severe Sepsis in U.S. Children’s Hospitals*,Balamuth,2014,3
10.1128/aac.04099-14,Two Mechanisms of Killing of Pseudomonas aeruginosa by Tobramycin Assessed at Multiple Inocula via Mechanism-Based Modeling,Bulitta,2015,2
10.1038/nrd2201,Drugs for bad bugs: confronting the challenges of antibacterial discovery,Payne,2006,1
10.1021/ci0200467,"Property Distributions:  Differences between Drugs, Natural Products, and Molecules from Combinatorial Chemistry",Feher,2003,1
10.1021/ci0003303,Distinguishing between Natural Products and Synthetic Molecules by Descriptor Shannon Entropy Analysis and Binary QSAR Calculations,Stahura,2002,1
10.1021/ci00008a012,Applications of the radius-diameter diagram to the classification of topological and geometrical shapes of chemical compounds,Petitjean,2005,1
10.1111/j.1365-2958.1994.tb00450.x,The Salmonella typhimurium invasion genes invF and invG encode homologues of the AraC and PulD family of proteins,Kaniga,2006,1
10.1016/0378-1119(84)90022-2,The pIC plasmid and phage vectors with versatile cloning sites for recombinant selection by insertional inactivation,Marsh,2003,1
10.1016/0076-6879(83)01005-8,[2] New M13 vectors for cloning,Messing,2004,1
10.1093/nar/9.1.213-c,Restriction and modification enzymes and their recognition sequences,Roberts,2007,1
10.1186/s13054-019-2378-9,Optimization of the treatment with beta-lactam antibiotics in critically ill patients—guidelines from the French Society of Pharmacology and Therapeutics (Société Française de Pharmacologie et Thérapeutique—SFPT) and the French Society of Anaesthesia and Intensive Care Medicine (Société Française d’Anesthésie et Réanimation—SFAR),Guilhaumou,2019,2
10.1186/s13613-015-0093-5,Renal replacement therapy in adult and pediatric intensive care,Vinsonneau,2015,1
10.1128/aac.01368-15,Augmented Renal Clearance Implies a Need for Increased Amoxicillin-Clavulanic Acid Dosing in Critically Ill Children,De Cock,2015,2
10.2165/00003088-200544120-00009,Cystatin C as a New Covariate to Predict Renal Elimination of Drugs,Thomas,2006,1
10.1038/ki.1995.40,Serum cystatin C measured by automated immunoassay: A more sensitive marker of changes in GFR than serum creatinine,Newman,2007,1
10.3109/00365517209084290,A Simple Method for the Determination of Glomerular Filtration Rate,Bröchner-Mortensen,2007,1
10.3109/00365516909081695,Renal Inulin Clearance versus Total Plasma Clearance of<sup>51</sup>Cr-EDTA,Bröchner-mortensen,2007,1
10.1016/s0140-6736(68)91580-8,COMPARISON BETWEEN INULIN AND 51Cr-LABELLED EDETIC ACID FOR THE MEASUREMENT OF GLOMERULAR FILTRATION-RATE,Heath,2004,2
10.3181/00379727-97-23806,Effect of Ethylenediaminetetraacetic Acid on Radiostrontium Excretion in Man.,Spencer,2013,1
10.1128/aac.48.6.1941-1947.2004,"Determination of the In Vivo Pharmacodynamic Profile of Cefepime against Extended-Spectrum-Beta-Lactamase-Producing
            <i>Escherichia coli</i>
            at Various Inocula",Maglio,2004,1
10.1300/j100v05n02_05,Clinical Efficacy of Cefephime in Pneumonia Caused by Pseudomonas aeruginosa,Grant,2003,1
10.1592/phco.19.18.1392.30900,Comparison of Five β-Lactam Antibiotics Against Common Nosocomial Pathogens Using the Time Above MIC at Different Creatinine Clearances,Kays,2004,1
10.1016/0732-8893(95)00019-7,Comparative antimicrobial activity of piperacillin-tazobactam tested against more than 5000 recent clinical isolates from five medical centers a reevaluation after five years,Marshall,2002,1
10.1016/0732-8893(89)90082-5,Comparative in vitro activity of piperacillin combined with the beta-lactamase inhibitor tazobactam (YTR 830),Eliopoulos,2011,1
10.1093/clinids/10.4.860,Plasmid-Mediated  -Lactamase (TEM-7) Involved in Resistance to Ceftazidime and Aztreonam,Gutmann,2011,1
10.1128/aac.45.9.2598-2603.2001,"GES-2, a Class A β-Lactamase from
            <i>Pseudomonas aeruginosa</i>
            with Increased Hydrolysis of Imipenem",Poirel,2002,1
10.1128/aac.39.1.185,PCR mapping of integrons reveals several novel combinations of resistance genes,Lévesque,2012,1
10.1128/aac.24.3.343,Determination of ceftazidime in biological fluids by using high-pressure liquid chromatography,Myers,2012,1
10.1093/jac/35.2.333,The comparative inhibitory and bactericidal activities of meropenem and imipenem against <i>Acinetobacter</i> spp. and Enterobacteriaceae resistant to second generation cephalosporins,MacGowan,2007,1
10.1128/aac.35.6.1174,Imipenem- and meropenem-resistant mutants of Enterobacter cloacae and Proteus rettgeri lack porins,Raimondi,2012,1
10.1111/j.1574-6976.2011.00277.x,Analysis of antibiotic resistance regions in Gram-negative bacteria,Partridge,2011,2
10.1093/jac/dks012,Blood and CSF monitoring of cefepime-induced neurotoxicity: nine case reports,Durand-Maugard,2012,1
10.1128/aac.01595-08,High Cefepime Plasma Concentrations and Neurological Toxicity in Febrile Neutropenic Patients with Mild Impairment of Renal Function,Lamoth,2010,2
10.1128/aac.00329-06,"Randomized, Open-Label, Comparative Study of Piperacillin-Tazobactam Administered by Continuous Infusion versus Intermittent Infusion for Treatment of Hospitalized Patients with Complicated Intra-Abdominal Infection",Lau,2006,2
10.1128/aac.49.12.4920-4927.2005,"Optimization of Meropenem Minimum Concentration/MIC Ratio To Suppress In Vitro Resistance of
            <i>Pseudomonas aeruginosa</i>",Tam,2005,1
10.1086/424849,"Selection of a Moxifloxacin Dose That Suppresses Drug Resistance in<i>Mycobacterium tuberculosis,</i>by Use of an In Vitro Pharmacodynamic Infection Model and Mathematical Modeling",Gumbo,2004,1
10.1016/0034-5687(71)90028-4,Morphometric estimation of pulmonary diffusion capacity,Burri,2003,1
10.1136/adc.35.184.544,The Number of Alveoli in the Terminal Respiratory Unit of Man During Late Intrauterine Life and Childhood,Emery,2008,1
10.1128/aac.42.11.2966,Prospective Randomized Comparison of Imipenem-Cilastatin and Piperacillin-Tazobactam in Nosocomial Pneumonia or Peritonitis,Jaccard,2018,1
10.1007/bf01745248,Piperacillin/tazobactam in the treatment of polymicrobial infections,Gorbach,2005,1
10.1001/archsurg.1988.01400270056008,Prospective Study Comparing Imipenem-Cilastatin With Clindamycin and Gentamicin for the Treatment of Serious Surgical Infections,Hackford,2011,1
10.1128/aac.02374-13,Characterization of the Population Pharmacokinetics of Ampicillin in Neonates Using an Opportunistic Study Design,Tremoulet,2014,1
10.1038/jp.2009.192,Effect of ampicillin on the bleeding time of neonatal intensive care unit patients,Sheffield,2009,1
10.3109/14017438509102820,Effect of High-Dose Ampicillin and Cloxacillin on Bleeding Time and Bleeding in Open-Heart Surgery,Pillgram-Larsen,2007,1
10.1111/j.1600-0609.1983.tb01515.x,Effect of Prophylactic High-Dose Treatment with Ampicillin and Cloxacillin on Bleeding Time and Bleeding in Patients Undergoing Elective Vascular Surgery,Wisløff,2010,1
10.3181/00379727-142-36980,"Effects of Penicillin G on Platelet Aggregation, Release, and Adherence to Collagen",Cazenave,2013,1
10.1093/jhmas/jrq003,"Antibiotics and the Social History of the Controlled Clinical Trial, 1950-1970",Podolsky,2010,1
10.1007/s10096-019-03535-w,Target attainment of cefotaxime in critically ill children with meningococcal septic shock as a model for cefotaxime dosing in severe pediatric sepsis,Hartman,2019,1
10.1093/cid/cis857,Clinical Outcomes With Extended or Continuous Versus Short-term Intravenous Infusion of Carbapenems and Piperacillin/Tazobactam: A Systematic Review and Meta-analysis,Falagas,2012,1
10.1128/aac.49.5.1881-1889.2005,Evaluation by Monte Carlo Simulation of the Pharmacokinetics of Two Doses of Meropenem Administered Intermittently or as a Continuous Infusion in Healthy Volunteers,Krueger,2005,2
10.1007/bf02005446,"Post-antibiotic effect of beta-lactam antibiotics on gram-negative bacteria in relation to morphology, initial killing and MIC",Hanberger,2005,1
10.1007/bf01644943,Bacterial kill rates of amoxycillin and ampicillin at exponentially diminishing concentrations simulating in vivo conditions,Bergan,2005,1
10.2165/00003495-197509020-00002,Amoxycillin,Brogden,2007,1
10.1016/j.ijantimicag.2010.06.008,Therapeutic drug monitoring of β-lactams in critically ill patients: proof of concept,Roberts,2010,2
10.1093/jac/dkp139,Meropenem dosing in critically ill patients with sepsis and without renal dysfunction: intermittent bolus versus continuous administration? Monte Carlo dosing simulations and subcutaneous tissue distribution,Roberts,2009,1
10.1177/0091270003257225,Use of Monte Carlo Simulation to Design an Optimized Pharmacodynamic Dosing Strategy for Meropenem,Kuti,2003,1
10.1592/phco.23.8.988.32878,Pharmacokinetics of Meropenem 0.5 and 2 g Every 8 Hours as a 3-Hour Infusion,Dandekar,2004,1
10.1097/00005373-198603000-00005,The Efficacy of Cefoxitin vs. Clindamycin/Gentamicin in Surgically Treated Stab Wounds of the Bowel,HESELTINE,2006,1
10.1186/1471-2334-5-1,Toxicity after prolonged (more than four weeks) administration of intravenous colistin,Falagas,2005,2
10.1345/aph.19370,Safety and Tolerability of Bolus Intravenous Colistin in Acute Respiratory Exacerbations in Adults with Cystic Fibrosis,Conway,2003,1
10.1159/000400132,Polymyxin Antibiotics,Bergan,2015,1
10.1186/cc13938,Beta-lactam dosing in critically ill patients with septic shock and continuous renal replacement therapy,Ulldemolins,2014,2
10.1016/s0140-6736(00)02430-2,Effects of different doses in continuous veno-venous haemofiltration on outcomes of acute renal failure: a prospective randomised trial,Ronco,2002,1
10.1681/asn.v81111,Predicting mortality in intensive care patients with acute renal failure treated with dialysis.,Douma,2021,1
10.1016/j.bcp.2005.10.038,The role of pharmacodynamic research in the assessment and development of new antibacterial drugs,Lister,2005,3
10.1093/jac/31.suppl_d.159,The post-antibiotic sub-MIC effect in vitro and in vivo,Cars,2012,1
10.1002/bjs.1800750822,Blood transfusion and infectious complications following colorectal cancer surgery,Tartter,2007,1
10.1093/clinids/3.6.1151,Cytomegalovirus Infections Following Renal Transplantation,Glenn,2011,1
10.1093/bioinformatics/btu031,InterProScan 5: genome-scale protein function classification,Jones,2014,1
10.1093/nar/gkr948,InterPro in 2011: new developments in the family and domain prediction database,Hunter,2011,1
10.1093/nar/gkq313,A new bioinformatics analysis tools framework at EMBL-EBI,Goujon,2010,1
10.1093/nar/gkp302,Web services at the European Bioinformatics Institute-2009,Mcwilliam,2009,1
10.1093/nar/28.1.235,The Protein Data Bank,Berman,2002,1
10.1074/jbc.m311373200,Structural Determinants of Substrate Binding to Bacillus cereus Metallo-β-lactamase,Rasia,2004,1
10.1016/s1074-5521(03)00070-x,Analysis of the Importance of the Metallo-β-Lactamase Active Site Loop in Substrate Binding and Catalysis,Moali,2003,1
10.1016/s1074-5521(98)90632-9,Antibiotic sensitization using biphenyl tetrazoles as potent inhibitors of Bacteroides fragilis metallo-β-lactamase,Toney,2004,1
10.1128/aac.41.2.223,Carbapenem-hydrolyzing beta-lactamases,Rasmussen,2018,1
10.1159/000007223,Susceptibility Surveillance among Gram-Negative Bacilli at a Cancer Center,Jacobson,2003,1
10.1056/nejm199305063281808,Management of Fever in Patients with Cancer and Treatment-Induced Neutropenia,Wood,2002,1
10.1038/bjc.1987.295,Phase I/II study of recombinant human granulocyte colony-stimulating factor in patients receiving intensive chemotherapy for small cell lung cancer,Bronchud,2011,1
10.1016/j.cmi.2018.11.020,Therapeutic drug monitoring of imipenem and the incidence of toxicity and failure in hospitalized patients: a retrospective cohort study,Bricheux,2018,2
10.1016/j.ijantimicag.2014.12.017,"Augmented renal clearance, low β-lactam concentrations and clinical outcomes in the critically ill: An observational prospective cohort study",Huttner,2015,1
10.1128/aac.40.1.105,Serum bactericidal activities and comparative pharmacokinetics of meropenem and imipenem-cilastatin,Dreetz,2018,2
10.1016/j.ijantimicag.2014.01.027,Prolonged infusion versus intermittent boluses of β-lactam antibiotics for treatment of acute infections: a meta-analysis,Teo,2014,1
10.1128/aac.35.9.1834,Pharmacodynamic effects of subinhibitory concentrations of beta-lactam antibiotics in vitro,Odenholt-Tornqvist,2012,1
10.1128/aac.35.7.1413,Correlation between in vitro and in vivo activity of antimicrobial agents against gram-negative bacilli in a murine infection model,Fantin,2012,1
10.1001/jama.299.17.2048,Corticosteroids and Mortality in Children With Bacterial Meningitis,Mongelluzzo,2008,1
10.1016/j.ijantimicag.2016.07.015,In vitro pharmacodynamic evaluation of ceftolozane/tazobactam against β-lactamase-producing Escherichia coli in a hollow-fibre infection model,Soon,2016,1
10.1128/aac.02635-15,Combinatorial Pharmacodynamics of Ceftolozane-Tazobactam against Genotypically Defined β-Lactamase-Producing Escherichia coli: Insights into the Pharmacokinetics/Pharmacodynamics of β-Lactam–β-Lactamase Inhibitor Combinations,Soon,2016,1
10.1128/aac.02310-13,Relationship between Ceftolozane-Tazobactam Exposure and Selection for Pseudomonas aeruginosa Resistance in a Hollow-Fiber Infection Model,VanScoy,2014,1
10.1128/aac.01753-09,"Pharmacokinetics and Safety of CXA-101, a New Antipseudomonal Cephalosporin, in Healthy Adult Male and Female Subjects Receiving Single- and Multiple-Dose Intravenous Infusions",Ge,2010,2
10.1086/646178,Pharmacodynamic Properties of Antibiotics: Application to Drug Monitoring and Dosage Regimen Design,Ebert,2009,1
10.1097/00000441-197709000-00010,A comparative trial of sisomicin therapy by intermittent versus continuous infusion,FELD,2006,1
10.1016/0920-1211(93)90070-n,Potent and stereospecific anticonvulsant activity of 3-isobutyl GABA relates to in vitro binding at a novel site labeled by tritiated gabapentin,Taylor,2003,1
10.1016/0091-3057(77)90036-3,A new device for the rapid measurement of impaired motor function in mice,Coughenour,2002,1
10.1111/j.1600-0773.1973.tb01525.x,The Rotacone: A New Apparatus for Measuring Motor Coordination in Mice,Christensen,2010,1
10.1007/bf00401346,Drug effects on motor coordination,Watzman,2004,1
10.1002/jps.2600500318,Evaluation of Certain Psychopharmacological Compounds,Furgiuele,2006,1
10.1176/ajp.115.4.360,NOTE ON METHOXYDONE (AHR-233),DENBER,2014,3
10.1038/sj.bjp.0703927,"Pharmacokinetics of pefloxacin and its interaction with cyclosporin A, a P-glycoprotein modulator, in rat blood, brain and bile, using simultaneous microdialysis",Tsai,2005,1
10.1128/aac.25.4.463,"Absorption, distribution, metabolic fate, and elimination of pefloxacin mesylate in mice, rats, dogs, monkeys, and humans",Montay,2012,1
10.1128/aac.40.5.1139,Pharmacokinetics of vancomycin in critically ill infants undergoing extracorporeal membrane oxygenation,Amaker,2018,1
10.1007/s00134-013-3187-2,Therapeutic drug monitoring-based dose optimisation of piperacillin and meropenem: a randomised controlled trial,De Waele,2013,4
10.1128/aac.43.10.2559,Low Plasma Cefepime Levels in Critically Ill Septic Patients: Pharmacokinetic Modeling Indicates Improved Troughs with Revised Dosing,Lipman,2018,1
10.1128/aac.40.3.691,Continuous infusion versus intermittent administration of ceftazidime in critically ill patients with suspected gram-negative infections,Benko,2018,1
10.1086/374337,Treatment of Multidrug‐Resistant<i>Acinetobacter baumannii</i>Ventilator‐Associated Pneumonia (VAP) with Intravenous Colistin: A Comparison with Imipenem‐Susceptible VAP,Garnacho‐Montero,2003,1
10.1128/aac.46.6.1946-1952.2002,"Efficacy of Colistin versus β-Lactams, Aminoglycosides, and Rifampin as Monotherapy in a Mouse Model of Pneumonia Caused by Multiresistant
            <i>Acinetobacter baumannii</i>",Montero,2002,1
10.1099/00222615-46-9-721,"Clinical importance and antibiotic resistance of Acinetobacter spp.: Proceedings of a symposium held on 4-5 November 1996 at Eilat, Israel",TOWNER,2009,1
10.1089/sur.2018.141,Pharmacokinetic and Pharmacodynamic Analysis of Ceftazidime/Avibactam in Critically Ill Patients,Stein,2018,1
10.1093/jac/43.2.309,Continuous infusion ceftazidime in intensive care: a randomized controlled trial,Lipman,2002,2
10.1094/mpmi-6-553,Nucleotide Sequence and Properties of the<i>hrm</i>A Locus Associated with the<i>Pseudomonas syringae</i>pv.<i>syringae</i>61<i>hrp G</i>ene Cluster,Heu,2011,1
10.1021/ci980185h,Comparing 3D Pharmacophore Triplets and 2D Fingerprints for Selecting Diverse Compound Subsets,Matter,2002,1
10.1021/ci00017a025,Flexible 3D searching: The directed tweak technique,Hurst,2005,1
10.2106/00004623-197961070-00003,Clinical study of total ankle replacement with gait analysis. A preliminary report.,Demottaz,2016,1
10.1046/j.1365-2958.2003.03673.x,"Cationic antimicrobial peptides activate a two-component regulatory system, PmrA-PmrB, that regulates resistance to polymyxin B and cationic antimicrobial peptides in Pseudomonas aeruginosa",McPhee,2003,1
10.1016/s0092-8674(00)00092-1,A Signal Transduction System that Responds to Extracellular Iron,Wösten,2004,1
10.1093/emboj/19.8.1861,A small protein that mediates the activation of a two-component system by another two-component system,Kox,2002,1
10.1002/(sici)1521-3773(19990301)38:5<643::aid-anie643>3.0.co;2-g,Statistical Investigation into the Structural Complementarity of Natural Products and Synthetic Compounds,Henkel,2002,1
10.1093/jac/dkaa468,Population pharmacokinetics and dosing optimization of azlocillin in neonates with early-onset sepsis: a real-world study,Wu,2020,2
10.1126/science.107.2767.44,"A Paradoxical Zone Phenomenon in the Bactericidal Action of Penicillin
            <i>in Vitro</i>",Eagle,2006,1
10.2165/11539220-000000000-00000,The Effects of Hypoalbuminaemia on Optimizing Antibacterial Dosing in Critically Ill Patients,Ulldemolins,2010,1
10.2165/00003088-197803020-00004,Diseases and Drug Protein Binding,Tillement,2007,1
10.1093/jac/dku322,Vancomycin plus ceftaroline shows potent in vitro synergy and was successfully utilized to clear persistent daptomycin-non-susceptible MRSA bacteraemia,Barber,2014,1
10.1093/cid/cir340,Use of Antistaphylococcal  -Lactams to Increase Daptomycin Activity in Eradicating Persistent Bacteremia Due to Methicillin-Resistant Staphylococcus aureus: Role of Enhanced Daptomycin Binding,Dhand,2011,1
10.1097/pcc.0000000000000847,Epidemiology of Sepsis in Children Admitted to PICUs in South America*,de Souza,2016,1
10.1128/jb.59.5.625-643.1950,"THE EFFECTIVE CONCENTRATIONS OF PENICILLIN IN VITRO AND IN VIVO FOR STREPTOCOCCI, PNEUMOCOCCI, AND TREPONEMA PALLIDUM",Eagle,2020,1
10.1016/j.jcma.2011.01.017,Cefepime-related encephalopathy in peritoneal dialysis patients,Lin,2011,1
10.1016/j.jpba.2017.05.037,"Therapeutic drug monitoring of beta-lactam antibiotics – Influence of sample stability on the analysis of piperacillin, meropenem, ceftazidime and flucloxacillin by HPLC-UV",Pinder,2017,1
10.1128/aac.00521-12,Population Pharmacokinetics of Extended-Infusion Piperacillin-Tazobactam in Hospitalized Patients with Nosocomial Infections,Felton,2012,1
10.1016/j.ijantimicag.2009.10.008,First-dose and steady-state population pharmacokinetics and pharmacodynamics of piperacillin by continuous or intermittent dosing in critically ill patients with sepsis,Roberts,2009,2
10.1097/qco.0000000000000494,How to optimize antibiotic pharmacokinetic/pharmacodynamics for Gram-negative infections in critically ill patients,Heffernan,2018,1
10.1128/aac.39.3.650,"Experience with a once-daily aminoglycoside program administered to 2,184 adult patients",Nicolau,2012,1
10.1002/phar.1567,"Pharmacokinetics of Continuous-Infusion Meropenem for the Treatment of <i>Serratia marcescens</i>
 Ventriculitis in a Pediatric Patient",Cies,2015,1
10.1093/jac/45.3.329,High vancomycin dosage regimens required by intensive care unit patients cotreated with drugs to improve haemodynamics following cardiac surgical procedures,Pea,2002,1
10.1093/jac/dku567,Colistin and doripenem combinations against <i>Pseudomonas aeruginosa</i>: profiling the time course of synergistic killing and prevention of resistance,Ly,2015,3
10.1016/j.jcf.2008.02.003,Spread of colistin resistant non-mucoid Pseudomonas aeruginosa among chronically infected Danish cystic fibrosis patients,Johansen,2008,1
10.1002/(sici)1099-0496(199705)23:5<330::aid-ppul4>3.0.co;2-o,Antibiotic treatment of initial colonization withPseudomonas aeruginosa postpones chronic infection and prevents deterioration of pulmonary function in cystic fibrosis,Frederiksen,2002,1
10.1016/0140-6736(93)92422-p,Pathogenesis of cystic fibrosis,Koch,2003,1
10.1126/science.2772657,Identification of the Cystic Fibrosis Gene: Chromosome Walking and Jumping,Rommens,2006,1
10.1038/330752a0,Phosphorylation fails to activate chloride channels from cystic fibrosis airway cells,Schoumacher,2003,1
10.1097/qco.0b013e328332e672,Colistin in the 21st century,Nation,2009,1
10.1179/146532809x440761,Successful treatment of multidrug-resistant<i>Acinetobacter baumanii</i>ventriculitis with intravenous and intraventricular colistin,Dalgic,2009,1
10.1097/00006454-200003000-00029,NOSOCOMIAL ACINETOBACTER MENINGITIS,Kralinsky,2003,1
10.1007/bf01962597,EndemicAcinetobacter anitratus in a surgical intensive care unit: Mechanical ventilators as reservoir,Vandenbroucke-Grauls,2005,1
10.7326/0003-4819-77-5-701,Nosocomial Respiratory Infections with Gram-Negative Bacilli,JOHANSON,2013,1
10.1007/bf02390681,Origin and impact of plasmid-mediated extended-spectrum beta-lactamases,Philippon,2006,1
10.1128/aac.34.9.1725,Nucleotide sequence and phylogeny of SHV-2 beta-lactamase,Huletsky,2012,1
10.1592/phco.24.1.8.34804,"Pharmacodynamics of Meropenem and Imipenem Against Enterobacteriaceae,<i>Acinetobacter baumannii</i>, and<i>Pseudomonas aeruginosa</i>",Kuti,2004,1
10.1093/jac/47.3.247,"Of Pseudomonas, porins, pumps and carbapenems",Livermore,2002,1
